product_name,Vertical,product_url,City,Price (USD),product_description,product_number_of_review,product_Number_of_bookings,,,
【烏來泡湯趣】泉世界溫泉會館 - 雙人湯屋泡湯券,Activities & Experiences,https://www.kkday.com/zh-tw/product/24826,新北市,16.06,群山環繞，位在烏來瀑布環山路上的一棟日式建築溫泉會館，主人取名為「泉世界」，用意就是樂活享受溫泉世界的簡簡單單。會館旁由老主人親自種植小樹，如今已成為綠蔭並輕輕地垂掛著。會館占地500多坪，除了提供湯泉之外，還提供餐廳以及露天休憩觀景台。讓您忘卻一切世俗的煩憂。,,,,,
【黃金山城金瓜石】緩慢民宿季節慢活午餐,F&B,https://www.kkday.com/zh-tw/product/20472,台北,21.53,緩慢Adagio不只是民宿，緩慢提倡一種「慢遊、慢活、慢食」的旅行方式與生活哲學。透過空間、服務、選香、選書、音樂等體驗設計，緩慢向旅人傳遞慢的意義；我們努力成為小農與漁夫的啦啦隊，從管家親切的說菜、在地食材的選用，將珍貴孕育的當地特產，變成餐桌上的美味。,,,,,
【品品學堂手作體驗】好造型 磨石子杯墊置物皿體驗活動,Activities & Experiences,https://www.kkday.com/zh-tw/product/24815,台北,39.98,【Good Form‧好造形】帶領您在課程中完整地將磨石子的美麗及技法傳承，你將以手工進行打磨、拋光、上蠟，成品氣孔、斑駁、每個石頭分布及顏色深淺皆因手工而獨一無二，體驗從無到有的磨石子打造計畫。,,,,,
【品品學堂手作體驗】Mandie Kuo 英文書法基礎班,Activities & Experiences,https://www.kkday.com/zh-tw/product/21712,台北,28.39,插畫藝術創作者Mandie Kuo 曼蒂，曼蒂的作品主要以英文書法和插畫交織而成，她的創作媒材多以水彩、色鉛筆和電腦繪圖為主。基礎班：從基礎的筆畫練習開始，熟悉如何掌控筆刷的輕重創造出流暢的粗細線條，並練習書寫大小寫的字母。除此之外，帶著大家輕鬆妝點卡片與手帳，讓作品更加豐富！,-1,,,,
【台灣清真美食】清真肆集・穆斯林友善認證餐廳,F&B,https://www.kkday.com/zh-tw/product/23082,台北,12.23,清真肆集成立於2018年底，是大稻埕區域第一間穆斯林友善認證餐廳，清真肆集有明亮寬敞空間，除了提供清真認證的美食之外，還擁有清真認證的美食原物料、生鮮區，此外更有伴手禮可以選購，除了穆斯林之外，也歡迎一般遊客來享用，感受清真不一樣的餐點！,,,,,
【台北經典景點】故宮、101大樓、國父紀念館、華西街包車一日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/3556,台北,125.53,特色台北景點，觀光客必到之地，來過這些地方代表你來過台灣！,-3,,,,
【台北包車一日遊】鳶山登山步道、濛濛谷、蝴蝶公園地景花海,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24126,新北市,149.74,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊北台灣！,,,,,
【台灣永春站美食】小鮮肉涮涮屋・火鍋套餐,F&B,https://www.kkday.com/zh-tw/product/23542,台北,10.3,小鮮肉涮涮屋位於捷運永春站，鄰近台北101以及信義區、東區等等，提供鮮美昆布高湯以及各式肉類、鮮美海鮮，此外還提供正統明治冰淇淋和各式飲料，任君挑選！,-4,,,,
【台北包車一日遊】草山玉溪、小隱潭瀑布、19號咖啡館、三芝田心子,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24134,"台北, 多個城市",148.17,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊台灣！,,,,,
【熱門景點包車一日遊】行天宮、永康街、大溪老街、好望角風景區（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25177,"台北, 多個城市",206.54,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【台灣宜蘭機場接送】礁溪、羅東各區直達包車,Local Transfer,https://www.kkday.com/zh-tw/product/4283,"桃園, 多個城市",78.68,桃園機場下機直達宜蘭礁溪，直達包車接送，讓你以最方便的、快速的方式，直接到礁溪泡溫泉，吃甕仔雞、櫻桃鴨等礁溪宜蘭美食。,-21,112 個已訂購,,,
【飯店美食推薦】台北馥敦飯店南京館 - 嘉園廳平日4人午或晚餐套餐券,F&B,https://www.kkday.com/zh-tw/product/23566,台北,79.82,台北馥敦飯店南京館-2F嘉園廳，以雅緻的南明庭園風格與高貴紅木家飾，烘托出典雅氛圍。特聘名廚領軍，演繹精美道地港式點心及粵菜美饌料理！透過 KKday 線上購買「台北馥敦飯店南京館-2F嘉園廳平日4人午或晚餐套餐券」，您僅需以手機出示電子憑證、不需列印，即可以用優於現場的價格立即感受五星級餐飲的魅力！,,,,,
【熱門景點包車一日遊】陽明山、鶯歌、日月潭 、一中商圈（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25172,"台北, 多個城市",225.31,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【烏來老街嚴選在地美食】泰雅婆婆原住民料理,F&B,https://www.kkday.com/zh-tw/product/19977,台北,19.41,走入台灣深處，體驗烏來充滿原住民風貌的老街，烏來是原住民的故鄉，到了這裡除了泡溫泉外，不妨嚐些原住民美食，像是野生山豬肉、馬告雞湯、桂竹筍、竹筒飯及石板烤肉等，都是不容錯過的好滋味。,-6,,,,
【品品學堂手作體驗】Mandie Kuo 英文書法班,Activities & Experiences,https://www.kkday.com/zh-tw/product/21727,台北,31.27,插畫藝術創作者Mandie Kuo 曼蒂，曼蒂的作品主要以英文書法和插畫交織而成，她的創作媒材多以水彩、色鉛筆和電腦繪圖為主。基礎班：從基礎的筆畫練習開始，熟悉如何掌控筆刷的輕重創造出流暢的粗細線條，並練習書寫大小寫的字母。基礎+進階班：將依照季節有不同的主題內容，以色鉛筆畫出夏天/秋天/聖誕主題，搭配英文書法並錶框，成為一幅永久保存的畫景。,,,,,
【由達人帶路導覽】台中菜市小食趣單車輕旅行,Activities & Experiences,https://www.kkday.com/zh-tw/product/22115,台中,22.53,市場，集結在地人文、食粹、生活的重要場所，老一輩人的都市記憶、年輕一輩人散步旅行的打卡點，不論時空背景如何穿梭，唯一保持原貌的卻是那流傳百年、飄香百街的小食好滋味，在陽光明媚的初早，騎上都市單車與老饕來場菜市小食趣，再到古意盎然的警察舊宿舍，來一同騎單車探索台中的好滋味吧！,,,,,
【那些年一起去平溪旅行】戀戀平溪十分菁桐老街懷舊之旅,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/30,"台北, 多個城市",30.4,《那些年》電影中，平溪線鐵道成為劇中甜蜜的約會地點，來平溪旅行跟著劇中主角的足跡，再次回味那些上演青春對白的動人場景，為自己寫下許願天燈吧！,-40,168 個已訂購,,,
【墾丁陸上活動】墾丁南灣野外馬場教學體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/1674,墾丁,16.81,什麼！在墾丁除了玩水還可以騎馬？沒錯！由專業教練親自帶你體驗，不敢騎馬或不會騎馬不用擔心 KKday有「野外騎馬體驗」及「馬場騎馬體驗」兩種不同行程可選擇，初學者或騎馬高手都能盡情享受在馬背上的帥氣！,-5,,,,
【台北泡湯推薦】陽明山國家公園溫泉賞花半日遊,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/17643,台北,48.28,午後限定的陽明山溫泉半日遊。台北出發直達陽明山，輕鬆走訪陽明山國家公園必去景點，欣賞眼前的好山好水，還有中英日三語導遊隨行導覽，沈浸在大自然中，釋放全身壓力。,-7,,,,
【大稻埕傳統市場】台灣旅遊廚房料理教學及手作體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/21555,台北,38.62,位於大稻埕的台灣旅遊廚房，提供從傳統市場採買、解說食材到烹飪上桌成為美味佳餚的體驗，從買菜開始認識台灣食材、料理特性和迪化街歷史，體驗台灣道地的待客之道和手作傳統料理，來訪台灣的你不可錯過。,-1,,,,
【台中美食美景】心之芳庭・南法午宴 / 南法浪漫午茶約會,F&B,https://www.kkday.com/zh-tw/product/23483,台中,8.07,心之芳庭以浪漫悠閒的歐式鄉村風格為基礎，整個園區內有大片綠地、陽光、禮堂，瀰漫著愛與幸福的氣氛，除了美麗的園區之外，還能自由選擇享用午宴或是下午茶套餐,-2,,,,
【頂級商務包車】TOYOTA ALPHARD 自由安排台北8小時包車,Local Transfer,https://www.kkday.com/zh-tw/product/24563,"台北, 多個城市",257.5,透過KKday預訂頂級商務包車，讓你乘坐高級又舒適的車款，暢遊台北市及新北市區，不用因為搭乘大眾交通工具轉乘而浪費寶貴時間，快速又方便。,,,,,
【LuggAgent 行李特工】台灣桃園機場(TPE)－台北市區飯店 行李託運服務,Travel Essential,https://www.kkday.com/zh-tw/product/21133,台北,25,提前在 KKday 預訂台北行李託運服務，將有親切又專業的 LuggAgent 行李特工提供託運的服務，適合回程當日想在市區繼續遊玩的旅客，替你省下尋找行李寄放處的時間，解決拖帶行李旅遊的不便，減輕旅途辛勞，省時又省力的玩遍台北市區！,,,,,
【熱門景點包車一日遊】台中宮原眼科、南投微笑天梯、嘉義檜意森活村（台中出發、高雄結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/27636,"台中, 多個城市",214.58,從台中市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊南台灣！,,,,,
【新竹包車一日遊】內灣老街、北角吊橋、青蛙石天空步道、景觀餐廳（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24115,新竹,165.18,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊北台灣！,,,,,
【熱門景點包車一日遊】淡水老街、后豐鐵馬道、東海大學（台北出發、台中結束）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/25204,"台北, 多個城市",206.53,從台北市區自行指定地點出發，在專業且親切司機的帶領下，開啟一日私人專屬包車服務暢遊北台灣，最後在台中市區飯店或夜市下車，是台北到台中CP值最高的選擇！,,,,,
【宜蘭包車一日遊】不老部落、梅花湖、粉鳥林（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24097,宜蘭,157.89,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊台灣！,,,,,
【台中包車一日遊】水流東桐花步道、立體龍貓公車站、柳川水岸、審計聚落（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24142,台中,202.61,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊台灣！,,,,,
【飯店住宿推薦】台中麗緹時尚精品旅館-雙人休息券（需電話預約）,Activities & Experiences,https://www.kkday.com/zh-tw/product/24890,台中,16.09,麗緹時尚精品旅館靜逸自在、浪漫溫馨的空間環境，鄰近大坑風景區、一中商圈、逢甲夜市、天津服飾街、洲際棒球場等景點，可同時滿足您逛街購物、休閒旅遊多元的需求。以平價親和的消費，享受現代時尚、浪漫溫馨的精緻空間，感受喧擾都市生活中悠閒與寧靜，是您出差、洽公、小憩、旅遊的最佳選擇。,,,,,
【不夜城的大小事】台中舊城夜探險體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/22117,台中,16.09,揭開 70 年代台中不夜城的真正樣貌，過去知名的舊大樓裡夜幕幢幢、在城市大樓的天空花園大力冒險、曖昧的十字交叉口佇立著的是夜晚娛樂的起點，讓我們黃湯下肚壯膽行。這次，我們要舉旗號召邁進，找回過去的彩色光鮮。,,,,,
【苗栗包車一日遊】崎頂子母隧道、崎頂車站、蘇維拉莊園、落羽松莊園（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24118,苗栗,192.09,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊北台灣！,,,,,
【台北郊區一日遊】滿月圓國家森林遊樂區、千島湖、深坑老街、貓空,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24116,新北市,153.82,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊北台灣！,-1,,,,
【花蓮龍貓森林越野騎】在森林裡體驗越野機車,Activities & Experiences,https://www.kkday.com/zh-tw/product/22204,花蓮,57.91,前往花蓮像電影「龍貓」中的森林隧道小徑，體驗在森林裡奔馳著越野機車的新奇，無需打檔且操作簡單，透過教練的指導，只要會騎腳踏車，新手也能輕鬆上路，穿梭在龍貓森林小徑裡暢快吸收芬多精，一邊奔馳一邊欣賞花蓮美麗的風景，快透過KKday找三五好友一起來體驗。,-1,,,,
【花蓮水上活動】鯉魚潭SUP立槳體驗,Activities & Experiences,https://www.kkday.com/zh-tw/product/21534,花蓮,51.5,別於一般健行、騎自行車觀賞花蓮鯉魚潭的湖色山景，KKday推薦SUP立槳體驗活動來欣賞此花東熱門必訪景點，非常適合親子、家族、團體共遊，如同在湖面上散步一般，仔細感受大自然的千變萬化，來到花東縱谷遊玩別錯過這項有趣的水上體驗。,-1,,,,
【桃園包車一日遊】1-4號埤塘、大溪老街、大溪百吉隧道、小烏來天空步道（台北出發）,Tours & Sightseeing,https://www.kkday.com/zh-tw/product/24129,桃園,152.85,從台北市區自行指定地點出發，親切司導的帶領下，開啟一日私人專屬包車服務暢遊台灣！,,,,,
